zcta_u,zcta_v,travel_time_min
84006,84118,23.223333333333336
84035,84078,29.94
84046,84078,103.52333333333333
84107,84124,14.57
84523,84665,133.64666666666668
84640,84728,196.285
84310,84401,35.94833333333334
84744,84754,68.08
84516,84522,53.07
84624,84636,42.126666666666665
84633,84651,43.498333333333335
84645,84651,42.785
84724,84730,23.62
84031,84051,56.348333333333336
84624,84656,59.93833333333334
84636,84656,29.459999999999997
84080,84628,55.97666666666667
84120,84128,5.6866666666666665
84724,84739,6.751666666666667
84401,84414,18.883333333333333
84601,84664,19.925
84304,84306,19.558333333333334
84002,84007,27.46833333333333
84039,84085,49.82166666666667
84314,84339,40.375
84713,84731,39.968333333333334
84040,84056,35.345
84716,84726,45.14666666666667
84736,84764,88.94166666666666
84018,84050,100.33666666666666
84713,84740,97.05666666666666
84098,84109,44.69166666666667
84716,84736,73.38166666666666
84736,84776,41.99333333333333
84774,84780,25.83833333333333
84027,84073,63.151666666666664
84732,84747,40.9
84088,84095,7.775
84022,84071,36.97
84752,84761,49.73166666666667
84023,84046,144.77333333333334
84533,84716,238.0883333333333
84307,84316,83.84333333333333
84770,84783,32.545
84001,84002,18.675
84732,84773,65.01
84533,84726,274.435
84511,84531,139.35333333333335
84046,84053,145.20166666666668
84086,84319,193.84333333333333
84010,84087,17.611666666666668
84526,84542,92.69333333333334
84620,84654,20.970000000000002
84623,84639,71.04166666666667
84653,84660,76.81333333333333
84318,84332,22.491666666666667
84632,84667,22.46833333333333
84071,84074,36.03333333333333
84537,84662,150.265
84318,84341,7.04
84623,84662,24.48
84720,84756,39.098333333333336
84601,84602,10.163333333333332
84026,84078,31.131666666666668
84633,84645,24.131666666666668
84310,84408,35.915
84031,84036,251.70499999999998
84516,84528,59.985
84624,84640,37.95666666666667
84633,84655,17.816666666666666
84636,84640,59.915
84645,84655,20.421666666666667
84515,84532,77.08833333333334
84031,84055,213.42333333333332
84530,84532,59.27166666666667
84314,84325,31.725
84712,84743,29.598333333333336
84721,84757,55.34
84003,84062,46.55166666666666
84737,84745,62.10666666666667
84040,84041,14.816666666666666
84034,84635,279.67
84302,84314,13.948333333333332
84067,84404,23.46833333333333
84302,84324,20.740000000000002
84774,84784,46.39
